source,target,edge_type
A_05-12-2025,B_31079,biometric
A_05-12-2025,B_29459,biometric
A_05-12-2025,R_Mizoram,residence
A_05-12-2025,B_14437,biometric
A_05-12-2025,R_Manipur,residence
A_05-12-2025,B_33970,biometric
A_05-12-2025,B_63736,biometric
A_05-12-2025,R_Nagaland,residence
A_05-12-2025,B_93358,biometric
A_05-12-2025,R_Pondicherry,residence
A_05-12-2025,B_75758,biometric
A_23-12-2025,B_10315,biometric
A_23-12-2025,B_92160,biometric
A_23-12-2025,B_88094,biometric
A_23-12-2025,R_Rajasthan,residence
A_23-12-2025,B_89385,biometric
A_23-12-2025,B_40136,biometric
A_23-12-2025,B_74686,biometric
A_23-12-2025,B_58529,biometric
A_23-12-2025,B_26335,biometric
A_23-12-2025,B_53800,biometric
A_23-12-2025,B_26933,biometric
A_23-12-2025,B_1152,biometric
A_23-12-2025,R_Punjab,residence
A_23-12-2025,B_28049,biometric
A_23-12-2025,B_89050,biometric
A_23-12-2025,R_Jharkhand,residence
A_23-12-2025,B_34438,biometric
A_23-12-2025,B_44003,biometric
A_23-12-2025,R_Uttarakhand,residence
A_23-12-2025,B_78397,biometric
A_23-12-2025,B_60886,biometric
A_23-12-2025,R_Madhya Pradesh,residence
A_23-12-2025,B_70482,biometric
A_23-12-2025,R_Himachal Pradesh,residence
A_23-12-2025,B_18108,biometric
A_23-12-2025,B_61232,biometric
A_23-12-2025,B_64242,biometric
A_23-12-2025,R_Delhi,residence
A_23-12-2025,B_69945,biometric
A_23-12-2025,R_Orissa,residence
A_23-12-2025,B_60353,biometric
A_23-12-2025,R_Tripura,residence
A_23-12-2025,B_81590,biometric
A_23-12-2025,R_Arunachal Pradesh,residence
A_23-12-2025,B_59311,biometric
A_07-12-2025,B_29063,biometric
A_07-12-2025,B_2597,biometric
A_07-12-2025,B_57599,biometric
A_07-12-2025,B_61816,biometric
A_07-12-2025,B_22349,biometric
A_07-12-2025,R_Madhya Pradesh,residence
A_07-12-2025,B_69735,biometric
A_07-12-2025,B_16092,biometric
A_07-12-2025,B_54844,biometric
A_07-12-2025,B_60183,biometric
A_07-12-2025,B_96367,biometric
A_07-12-2025,B_68167,biometric
A_07-12-2025,B_69212,biometric
A_07-12-2025,R_Rajasthan,residence
A_07-12-2025,B_7657,biometric
A_07-12-2025,B_58460,biometric
A_07-12-2025,B_31953,biometric
A_07-12-2025,B_67682,biometric
A_07-12-2025,R_Himachal Pradesh,residence
A_07-12-2025,B_10806,biometric
A_07-12-2025,B_36754,biometric
A_07-12-2025,R_Orissa,residence
A_07-12-2025,B_68561,biometric
A_07-12-2025,R_Uttarakhand,residence
A_07-12-2025,B_93692,biometric
A_07-12-2025,B_52870,biometric
A_07-12-2025,R_Jharkhand,residence
A_07-12-2025,B_37651,biometric
A_07-12-2025,R_Punjab,residence
A_07-12-2025,B_865,biometric
A_07-12-2025,R_Tripura,residence
A_07-12-2025,B_47324,biometric
A_07-12-2025,R_Goa,residence
A_07-12-2025,B_32618,biometric
A_03-11-2025,R_Madhya Pradesh,residence
A_03-11-2025,B_93023,biometric
A_03-11-2025,B_17,biometric
A_03-11-2025,B_34311,biometric
A_03-11-2025,R_Nagaland,residence
A_03-11-2025,B_80343,biometric
A_03-11-2025,B_11181,biometric
A_03-11-2025,B_5692,biometric
A_03-11-2025,B_97727,biometric
A_03-11-2025,R_Jharkhand,residence
A_03-11-2025,B_60939,biometric
A_03-11-2025,R_Rajasthan,residence
A_03-11-2025,B_30945,biometric
A_03-11-2025,B_95049,biometric
A_03-11-2025,B_7508,biometric
A_03-11-2025,B_28170,biometric
A_03-11-2025,B_29582,biometric
A_03-11-2025,B_29600,biometric
A_03-11-2025,B_23369,biometric
A_03-11-2025,B_62353,biometric
A_03-11-2025,R_Punjab,residence
A_03-11-2025,B_59335,biometric
A_03-11-2025,B_99061,biometric
A_03-11-2025,R_Tripura,residence
A_03-11-2025,B_81915,biometric
A_03-11-2025,R_Orissa,residence
A_03-11-2025,B_59977,biometric
A_03-11-2025,B_36572,biometric
A_03-11-2025,R_Manipur,residence
A_03-11-2025,B_3810,biometric
R_Madhya Pradesh,A_03-12-2025,residence
R_Madhya Pradesh,A_15-12-2025,residence
R_Madhya Pradesh,A_10-11-2025,residence
R_Madhya Pradesh,A_18-09-2025,residence
R_Madhya Pradesh,A_27-10-2025,residence
R_Madhya Pradesh,A_13-12-2025,residence
R_Madhya Pradesh,A_29-10-2025,residence
R_Madhya Pradesh,A_01-04-2025,residence
R_Madhya Pradesh,A_21-12-2025,residence
R_Madhya Pradesh,A_20-09-2025,residence
R_Madhya Pradesh,A_08-12-2025,residence
R_Madhya Pradesh,A_20-12-2025,residence
R_Madhya Pradesh,A_08-11-2025,residence
R_Madhya Pradesh,A_31-10-2025,residence
R_Madhya Pradesh,A_26-10-2025,residence
R_Madhya Pradesh,A_26-12-2025,residence
R_Madhya Pradesh,A_25-10-2025,residence
R_Madhya Pradesh,A_09-12-2025,residence
R_Madhya Pradesh,A_08-09-2025,residence
R_Madhya Pradesh,A_13-10-2025,residence
R_Madhya Pradesh,A_06-11-2025,residence
R_Madhya Pradesh,A_03-09-2025,residence
R_Madhya Pradesh,A_24-10-2025,residence
R_Madhya Pradesh,A_22-12-2025,residence
R_Madhya Pradesh,A_19-09-2025,residence
R_Madhya Pradesh,A_17-10-2025,residence
R_Madhya Pradesh,A_21-10-2025,residence
R_Madhya Pradesh,A_14-12-2025,residence
R_Madhya Pradesh,A_11-11-2025,residence
R_Madhya Pradesh,A_04-11-2025,residence
R_Madhya Pradesh,A_07-11-2025,residence
R_Madhya Pradesh,A_17-11-2025,residence
R_Madhya Pradesh,A_05-11-2025,residence
R_Madhya Pradesh,A_23-10-2025,residence
R_Madhya Pradesh,A_14-11-2025,residence
R_Madhya Pradesh,A_28-10-2025,residence
R_Madhya Pradesh,A_09-11-2025,residence
R_Madhya Pradesh,A_13-11-2025,residence
R_Madhya Pradesh,A_07-09-2025,residence
R_Madhya Pradesh,A_12-09-2025,residence
R_Madhya Pradesh,A_01-06-2025,residence
R_Madhya Pradesh,A_19-10-2025,residence
R_Madhya Pradesh,A_15-11-2025,residence
R_Madhya Pradesh,A_01-12-2025,residence
R_Madhya Pradesh,A_29-12-2025,residence
R_Madhya Pradesh,A_01-05-2025,residence
R_Madhya Pradesh,A_01-11-2025,residence
R_Madhya Pradesh,A_30-10-2025,residence
R_Madhya Pradesh,A_14-09-2025,residence
R_Madhya Pradesh,A_28-11-2025,residence
R_Madhya Pradesh,A_18-12-2025,residence
R_Madhya Pradesh,A_17-09-2025,residence
R_Madhya Pradesh,A_05-09-2025,residence
A_19-09-2025,B_84136,biometric
A_19-09-2025,R_Rajasthan,residence
A_19-09-2025,B_6953,biometric
A_19-09-2025,B_69610,biometric
A_19-09-2025,B_69454,biometric
A_19-09-2025,R_Delhi,residence
A_19-09-2025,B_55641,biometric
A_19-09-2025,R_Himachal Pradesh,residence
A_19-09-2025,B_35676,biometric
A_19-09-2025,B_9728,biometric
A_19-09-2025,B_44875,biometric
A_19-09-2025,B_42849,biometric
A_19-09-2025,B_13701,biometric
A_19-09-2025,B_79407,biometric
A_19-09-2025,B_35625,biometric
A_19-09-2025,B_18365,biometric
A_19-09-2025,B_67794,biometric
A_19-09-2025,B_14657,biometric
A_19-09-2025,B_14529,biometric
A_19-09-2025,R_Punjab,residence
A_19-09-2025,B_13745,biometric
A_19-09-2025,R_Uttarakhand,residence
A_19-09-2025,B_20918,biometric
A_19-09-2025,R_Mizoram,residence
A_19-09-2025,B_18138,biometric
A_24-10-2025,B_88433,biometric
A_24-10-2025,B_1769,biometric
A_24-10-2025,B_813,biometric
A_24-10-2025,B_91167,biometric
A_24-10-2025,B_22616,biometric
A_24-10-2025,B_71248,biometric
A_24-10-2025,B_55737,biometric
A_24-10-2025,B_27417,biometric
A_24-10-2025,R_Orissa,residence
A_24-10-2025,B_9191,biometric
A_24-10-2025,B_56722,biometric
A_24-10-2025,R_Rajasthan,residence
A_24-10-2025,B_19841,biometric
A_24-10-2025,B_61967,biometric
A_24-10-2025,B_54906,biometric
A_24-10-2025,B_57763,biometric
A_24-10-2025,R_Jharkhand,residence
A_24-10-2025,B_89847,biometric
A_24-10-2025,B_66519,biometric
A_24-10-2025,R_Lakshadweep,residence
A_24-10-2025,B_17408,biometric
A_24-10-2025,B_89314,biometric
A_24-10-2025,R_Uttarakhand,residence
A_24-10-2025,B_33806,biometric
A_24-10-2025,R_Himachal Pradesh,residence
A_24-10-2025,B_48564,biometric
A_24-10-2025,R_Nagaland,residence
A_24-10-2025,B_29557,biometric
A_24-10-2025,R_Punjab,residence
A_24-10-2025,B_26633,biometric
A_24-10-2025,B_48513,biometric
A_02-11-2025,B_50197,biometric
A_02-11-2025,B_40400,biometric
A_02-11-2025,B_34744,biometric
A_02-11-2025,B_96184,biometric
A_02-11-2025,B_52013,biometric
A_02-11-2025,B_5150,biometric
A_02-11-2025,B_35671,biometric
A_02-11-2025,B_1442,biometric
A_02-11-2025,B_82730,biometric
A_02-11-2025,R_Rajasthan,residence
A_02-11-2025,B_68031,biometric
A_02-11-2025,B_6106,biometric
R_Rajasthan,A_10-11-2025,residence
R_Rajasthan,A_03-09-2025,residence
R_Rajasthan,A_26-12-2025,residence
R_Rajasthan,A_14-12-2025,residence
R_Rajasthan,A_20-12-2025,residence
R_Rajasthan,A_15-11-2025,residence
R_Rajasthan,A_09-12-2025,residence
R_Rajasthan,A_25-10-2025,residence
R_Rajasthan,A_18-09-2025,residence
R_Rajasthan,A_20-09-2025,residence
R_Rajasthan,A_08-12-2025,residence
R_Rajasthan,A_04-11-2025,residence
R_Rajasthan,A_03-12-2025,residence
R_Rajasthan,A_08-11-2025,residence
R_Rajasthan,A_07-09-2025,residence
R_Rajasthan,A_12-09-2025,residence
R_Rajasthan,A_19-10-2025,residence
R_Rajasthan,A_11-11-2025,residence
R_Rajasthan,A_31-10-2025,residence
R_Rajasthan,A_21-12-2025,residence
R_Rajasthan,A_01-11-2025,residence
R_Rajasthan,A_27-10-2025,residence
R_Rajasthan,A_05-11-2025,residence
R_Rajasthan,A_22-12-2025,residence
R_Rajasthan,A_08-09-2025,residence
R_Rajasthan,A_23-10-2025,residence
R_Rajasthan,A_06-11-2025,residence
R_Rajasthan,A_21-10-2025,residence
R_Rajasthan,A_17-09-2025,residence
R_Rajasthan,A_09-11-2025,residence
R_Rajasthan,A_07-11-2025,residence
R_Rajasthan,A_29-12-2025,residence
R_Rajasthan,A_13-12-2025,residence
R_Rajasthan,A_05-09-2025,residence
R_Rajasthan,A_15-12-2025,residence
R_Rajasthan,A_28-10-2025,residence
R_Rajasthan,A_01-12-2025,residence
R_Rajasthan,A_17-11-2025,residence
R_Rajasthan,A_29-10-2025,residence
R_Rajasthan,A_28-11-2025,residence
R_Rajasthan,A_16-11-2025,residence
R_Rajasthan,A_30-10-2025,residence
R_Rajasthan,A_13-10-2025,residence
R_Rajasthan,A_17-10-2025,residence
R_Rajasthan,A_18-12-2025,residence
R_Rajasthan,A_13-11-2025,residence
R_Rajasthan,A_01-04-2025,residence
R_Rajasthan,A_01-07-2025,residence
R_Rajasthan,A_26-10-2025,residence
A_25-10-2025,B_74595,biometric
A_25-10-2025,R_Punjab,residence
A_25-10-2025,B_44667,biometric
A_25-10-2025,B_27385,biometric
A_25-10-2025,B_41899,biometric
A_25-10-2025,B_14651,biometric
A_25-10-2025,B_8778,biometric
A_25-10-2025,B_7348,biometric
A_25-10-2025,B_6003,biometric
A_25-10-2025,B_57919,biometric
A_25-10-2025,B_43925,biometric
A_25-10-2025,R_Uttarakhand,residence
A_25-10-2025,B_51840,biometric
A_25-10-2025,B_85086,biometric
A_25-10-2025,B_77850,biometric
A_25-10-2025,R_Orissa,residence
A_25-10-2025,B_76971,biometric
A_25-10-2025,R_Sikkim,residence
A_25-10-2025,B_19955,biometric
A_25-10-2025,B_3487,biometric
A_25-10-2025,R_Jharkhand,residence
A_25-10-2025,B_7881,biometric
A_25-10-2025,R_Tripura,residence
A_25-10-2025,B_98208,biometric
A_14-12-2025,B_31354,biometric
A_14-12-2025,B_19097,biometric
A_14-12-2025,B_83378,biometric
A_14-12-2025,B_52450,biometric
A_14-12-2025,B_78614,biometric
A_14-12-2025,B_20906,biometric
A_14-12-2025,B_65904,biometric
A_14-12-2025,B_96876,biometric
A_14-12-2025,B_12475,biometric
A_14-12-2025,B_18151,biometric
A_14-12-2025,R_Goa,residence
A_14-12-2025,B_87514,biometric
A_14-12-2025,B_81948,biometric
A_14-12-2025,B_97832,biometric
A_14-12-2025,R_Orissa,residence
A_14-12-2025,B_51571,biometric
A_14-12-2025,B_2421,biometric
A_14-12-2025,B_61700,biometric
A_14-12-2025,R_Dadra and Nagar Haveli and Daman and Diu,residence
A_14-12-2025,B_16990,biometric
A_14-12-2025,R_Punjab,residence
A_14-12-2025,B_19267,biometric
A_14-12-2025,B_52785,biometric
A_14-12-2025,R_Pondicherry,residence
A_14-12-2025,B_51295,biometric
A_14-12-2025,R_Uttarakhand,residence
A_14-12-2025,B_69615,biometric
A_14-12-2025,R_Nagaland,residence
A_14-12-2025,B_25620,biometric
A_14-12-2025,R_Arunachal Pradesh,residence
A_14-12-2025,B_50529,biometric
A_14-12-2025,B_35117,biometric
A_14-12-2025,B_73024,biometric
A_12-09-2025,B_65612,biometric
A_12-09-2025,B_35725,biometric
A_12-09-2025,B_65290,biometric
A_12-09-2025,B_79816,biometric
A_12-09-2025,B_81632,biometric
A_12-09-2025,B_38412,biometric
A_12-09-2025,R_Jharkhand,residence
A_12-09-2025,B_25231,biometric
A_12-09-2025,B_26645,biometric
A_12-09-2025,R_Punjab,residence
A_12-09-2025,B_31620,biometric
A_12-09-2025,B_66565,biometric
A_12-09-2025,R_Himachal Pradesh,residence
A_12-09-2025,B_98386,biometric
A_12-09-2025,R_Tripura,residence
A_12-09-2025,B_46207,biometric
A_12-09-2025,B_34769,biometric
A_12-09-2025,B_35637,biometric
A_12-09-2025,R_Sikkim,residence
A_12-09-2025,B_64370,biometric
A_12-09-2025,R_Uttarakhand,residence
A_12-09-2025,B_81272,biometric
A_12-09-2025,B_53111,biometric
A_12-09-2025,R_Ladakh,residence
A_12-09-2025,B_87674,biometric
A_12-09-2025,B_57315,biometric
A_12-09-2025,B_32736,biometric
A_16-11-2025,B_84124,biometric
A_16-11-2025,B_49571,biometric
A_16-11-2025,B_55227,biometric
A_16-11-2025,B_72004,biometric
A_16-11-2025,B_32749,biometric
A_16-11-2025,B_34565,biometric
A_16-11-2025,R_Punjab,residence
A_16-11-2025,B_51210,biometric
A_16-11-2025,B_2525,biometric
A_16-11-2025,B_11471,biometric
A_16-11-2025,R_Goa,residence
A_16-11-2025,B_82963,biometric
A_16-11-2025,R_Uttarakhand,residence
A_16-11-2025,B_55963,biometric
A_16-11-2025,R_Jharkhand,residence
A_16-11-2025,B_12004,biometric
A_16-11-2025,B_86155,biometric
A_16-11-2025,R_Puducherry,residence
A_16-11-2025,B_81035,biometric
A_16-11-2025,B_58002,biometric
A_16-11-2025,B_44365,biometric
A_16-11-2025,R_Tripura,residence
A_16-11-2025,B_65797,biometric
A_16-11-2025,B_89410,biometric
A_16-11-2025,B_8115,biometric
A_16-11-2025,B_4499,biometric
A_16-11-2025,R_Orissa,residence
A_16-11-2025,B_87034,biometric
A_16-11-2025,R_Himachal Pradesh,residence
A_16-11-2025,B_29279,biometric
A_08-12-2025,B_13785,biometric
A_08-12-2025,B_22378,biometric
A_08-12-2025,B_96311,biometric
A_08-12-2025,B_19441,biometric
A_08-12-2025,B_84191,biometric
A_08-12-2025,B_80483,biometric
A_08-12-2025,B_20562,biometric
A_08-12-2025,B_77223,biometric
A_08-12-2025,B_38239,biometric
A_08-12-2025,B_7893,biometric
A_08-12-2025,B_11010,biometric
A_08-12-2025,B_14712,biometric
A_08-12-2025,R_Uttarakhand,residence
A_08-12-2025,B_31850,biometric
A_08-12-2025,B_85147,biometric
A_08-12-2025,R_Himachal Pradesh,residence
A_08-12-2025,B_17092,biometric
A_08-12-2025,R_Punjab,residence
A_08-12-2025,B_17802,biometric
A_08-12-2025,R_Tripura,residence
A_08-12-2025,B_96785,biometric
A_08-12-2025,B_46906,biometric
A_08-12-2025,B_74489,biometric
A_08-12-2025,R_Jharkhand,residence
A_08-12-2025,B_75809,biometric
A_08-12-2025,R_Goa,residence
A_08-12-2025,B_86049,biometric
A_08-12-2025,R_Delhi,residence
A_08-12-2025,B_97127,biometric
A_08-12-2025,B_82857,biometric
A_08-12-2025,B_16686,biometric
A_08-12-2025,R_Orissa,residence
A_08-12-2025,B_74847,biometric
A_08-12-2025,R_Manipur,residence
A_08-12-2025,B_88940,biometric
A_08-12-2025,R_Puducherry,residence
A_08-12-2025,B_93222,biometric
A_08-12-2025,R_Arunachal Pradesh,residence
A_08-12-2025,B_49064,biometric
A_01-12-2025,B_11777,biometric
A_01-12-2025,B_91225,biometric
A_01-12-2025,B_1276,biometric
A_01-12-2025,B_40319,biometric
A_01-12-2025,B_87970,biometric
A_01-12-2025,R_Himachal Pradesh,residence
A_01-12-2025,B_48101,biometric
A_01-12-2025,B_61504,biometric
A_01-12-2025,B_55274,biometric
A_01-12-2025,B_13751,biometric
A_01-12-2025,B_29871,biometric
A_01-12-2025,R_Jharkhand,residence
A_01-12-2025,B_21256,biometric
A_01-12-2025,B_22153,biometric
A_01-12-2025,B_23497,biometric
A_01-12-2025,B_20723,biometric
A_01-12-2025,B_24542,biometric
A_01-12-2025,R_Goa,residence
A_01-12-2025,B_73711,biometric
A_01-12-2025,B_34249,biometric
A_01-12-2025,B_57185,biometric
A_01-12-2025,B_57300,biometric
A_01-12-2025,B_48750,biometric
A_01-12-2025,B_2232,biometric
A_01-12-2025,R_Puducherry,residence
A_01-12-2025,B_58415,biometric
A_01-12-2025,R_Orissa,residence
A_01-12-2025,B_9654,biometric
A_01-12-2025,R_Sikkim,residence
A_01-12-2025,B_6580,biometric
A_01-12-2025,R_Uttarakhand,residence
A_01-12-2025,B_65215,biometric
A_11-11-2025,B_54138,biometric
A_11-11-2025,B_9140,biometric
A_11-11-2025,B_8642,biometric
A_11-11-2025,B_46883,biometric
A_11-11-2025,B_9598,biometric
A_11-11-2025,B_40684,biometric
A_11-11-2025,B_80004,biometric
A_11-11-2025,B_30863,biometric
A_11-11-2025,R_Punjab,residence
A_11-11-2025,B_7501,biometric
A_11-11-2025,B_79077,biometric
A_11-11-2025,B_68837,biometric
A_11-11-2025,B_81434,biometric
A_11-11-2025,R_Himachal Pradesh,residence
A_11-11-2025,B_40735,biometric
A_11-11-2025,B_49934,biometric
A_11-11-2025,B_6385,biometric
A_11-11-2025,B_80604,biometric
A_11-11-2025,B_64551,biometric
A_11-11-2025,R_Orissa,residence
A_11-11-2025,B_17020,biometric
A_11-11-2025,B_19588,biometric
A_11-11-2025,B_31908,biometric
A_27-10-2025,B_90399,biometric
A_27-10-2025,B_3068,biometric
A_27-10-2025,B_33738,biometric
A_27-10-2025,R_Jharkhand,residence
A_27-10-2025,B_35152,biometric
A_27-10-2025,B_67921,biometric
A_27-10-2025,B_23969,biometric
A_27-10-2025,B_44344,biometric
A_27-10-2025,B_82446,biometric
A_27-10-2025,B_65146,biometric
A_27-10-2025,B_55508,biometric
A_27-10-2025,R_Delhi,residence
A_27-10-2025,B_13834,biometric
A_27-10-2025,B_16997,biometric
A_27-10-2025,R_Himachal Pradesh,residence
A_27-10-2025,B_61997,biometric
A_27-10-2025,B_36993,biometric
A_27-10-2025,B_21214,biometric
A_27-10-2025,B_88583,biometric
A_27-10-2025,R_Goa,residence
A_27-10-2025,B_40185,biometric
A_27-10-2025,B_72722,biometric
A_27-10-2025,R_Punjab,residence
A_27-10-2025,B_71938,biometric
A_27-10-2025,B_56464,biometric
A_27-10-2025,B_25943,biometric
A_27-10-2025,R_Manipur,residence
A_27-10-2025,B_43076,biometric
A_28-10-2025,B_92158,biometric
A_28-10-2025,B_53228,biometric
A_28-10-2025,B_65348,biometric
A_28-10-2025,R_Jharkhand,residence
A_28-10-2025,B_58140,biometric
A_28-10-2025,R_Goa,residence
A_28-10-2025,B_31618,biometric
A_28-10-2025,R_Manipur,residence
A_28-10-2025,B_60599,biometric
A_28-10-2025,B_63838,biometric
A_28-10-2025,B_50635,biometric
A_28-10-2025,R_Punjab,residence
A_28-10-2025,B_51751,biometric
A_28-10-2025,B_35608,biometric
A_28-10-2025,B_86613,biometric
A_28-10-2025,B_66682,biometric
A_28-10-2025,B_35754,biometric
A_28-10-2025,B_24854,biometric
A_28-10-2025,R_Himachal Pradesh,residence
A_28-10-2025,B_84985,biometric
A_28-10-2025,B_94184,biometric
A_28-10-2025,B_34827,biometric
A_28-10-2025,R_Delhi,residence
A_28-10-2025,B_36822,biometric
A_28-10-2025,B_38529,biometric
A_28-10-2025,B_37184,biometric
A_28-10-2025,R_Nagaland,residence
A_28-10-2025,B_6864,biometric
A_28-10-2025,R_Puducherry,residence
A_28-10-2025,B_56317,biometric
A_28-10-2025,B_30098,biometric
A_02-09-2025,B_94387,biometric
A_02-09-2025,B_87936,biometric
A_02-09-2025,B_89586,biometric
A_02-09-2025,B_89752,biometric
A_02-09-2025,B_28937,biometric
A_02-09-2025,B_49312,biometric
A_02-09-2025,B_52067,biometric
A_02-09-2025,B_47338,biometric
A_02-09-2025,B_55403,biometric
A_02-09-2025,B_38507,biometric
A_02-09-2025,B_58137,biometric
A_02-09-2025,B_34799,biometric
A_02-09-2025,R_Himachal Pradesh,residence
A_02-09-2025,B_15534,biometric
A_02-09-2025,R_Uttarakhand,residence
A_02-09-2025,B_776,biometric
A_02-09-2025,R_Jharkhand,residence
A_02-09-2025,B_56817,biometric
A_01-06-2025,B_64690,biometric
A_01-06-2025,B_48829,biometric
A_01-06-2025,B_72441,biometric
A_01-06-2025,B_68237,biometric
A_01-06-2025,B_50763,biometric
A_13-12-2025,B_45991,biometric
A_13-12-2025,B_15423,biometric
A_13-12-2025,B_76661,biometric
A_13-12-2025,B_60470,biometric
A_13-12-2025,B_49327,biometric
A_13-12-2025,B_46266,biometric
A_13-12-2025,B_72457,biometric
A_13-12-2025,B_16379,biometric
A_13-12-2025,B_7007,biometric
A_13-12-2025,B_52082,biometric
A_13-12-2025,B_57758,biometric
A_13-12-2025,R_Arunachal Pradesh,residence
A_13-12-2025,B_80296,biometric
A_13-12-2025,B_62286,biometric
A_13-12-2025,R_Goa,residence
A_13-12-2025,B_82719,biometric
A_13-12-2025,B_11715,biometric
A_13-12-2025,B_54983,biometric
A_13-12-2025,R_Andaman and Nicobar Islands,residence
A_13-12-2025,B_6776,biometric
A_13-12-2025,R_Delhi,residence
A_13-12-2025,B_65895,biometric
A_13-12-2025,R_Himachal Pradesh,residence
A_13-12-2025,B_17732,biometric
A_13-12-2025,B_85911,biometric
A_20-09-2025,B_36021,biometric
A_20-09-2025,B_9712,biometric
A_20-09-2025,B_82378,biometric
A_20-09-2025,B_81176,biometric
A_20-09-2025,B_8070,biometric
A_20-09-2025,B_44456,biometric
A_20-09-2025,B_15782,biometric
A_20-09-2025,B_4983,biometric
A_20-09-2025,B_30291,biometric
A_20-09-2025,B_15359,biometric
A_20-09-2025,R_Jharkhand,residence
A_20-09-2025,B_14462,biometric
A_20-09-2025,R_Uttarakhand,residence
A_20-09-2025,B_58421,biometric
A_20-09-2025,B_9026,biometric
A_20-09-2025,B_48480,biometric
A_20-09-2025,B_6957,biometric
A_20-09-2025,B_96906,biometric
A_20-09-2025,R_Delhi,residence
A_20-09-2025,B_93144,biometric
A_20-09-2025,R_Punjab,residence
A_20-09-2025,B_51248,biometric
A_20-09-2025,B_13929,biometric
A_20-09-2025,R_Himachal Pradesh,residence
A_20-09-2025,B_41307,biometric
A_30-10-2025,B_93237,biometric
A_30-10-2025,R_Punjab,residence
A_30-10-2025,B_95698,biometric
A_30-10-2025,B_68801,biometric
A_30-10-2025,B_7785,biometric
A_30-10-2025,B_91807,biometric
A_30-10-2025,B_21401,biometric
A_30-10-2025,B_74538,biometric
A_30-10-2025,B_9281,biometric
A_30-10-2025,B_28881,biometric
A_30-10-2025,R_Orissa,residence
A_30-10-2025,B_28823,biometric
A_30-10-2025,B_94582,biometric
A_30-10-2025,R_Himachal Pradesh,residence
A_30-10-2025,B_28932,biometric
A_30-10-2025,R_Chandigarh,residence
A_30-10-2025,B_32493,biometric
A_30-10-2025,B_20445,biometric
A_30-10-2025,B_36105,biometric
A_30-10-2025,R_Jharkhand,residence
A_30-10-2025,B_70215,biometric
A_30-10-2025,R_Uttarakhand,residence
A_30-10-2025,B_46046,biometric
A_30-10-2025,B_23646,biometric
A_30-10-2025,B_90880,biometric
A_30-10-2025,B_86151,biometric
A_30-10-2025,B_3407,biometric
A_30-10-2025,B_38131,biometric
A_30-10-2025,R_Tripura,residence
A_30-10-2025,B_49239,biometric
A_30-10-2025,R_Puducherry,residence
A_30-10-2025,B_12370,biometric
R_Punjab,A_01-11-2025,residence
R_Punjab,A_08-11-2025,residence
R_Punjab,A_17-10-2025,residence
R_Punjab,A_18-09-2025,residence
R_Punjab,A_29-12-2025,residence
R_Punjab,A_03-12-2025,residence
R_Punjab,A_31-10-2025,residence
R_Punjab,A_20-12-2025,residence
R_Punjab,A_22-12-2025,residence
R_Punjab,A_15-11-2025,residence
R_Punjab,A_17-09-2025,residence
R_Punjab,A_13-10-2025,residence
R_Punjab,A_21-10-2025,residence
R_Punjab,A_26-12-2025,residence
R_Punjab,A_28-11-2025,residence
R_Punjab,A_03-09-2025,residence
R_Punjab,A_06-11-2025,residence
R_Punjab,A_17-11-2025,residence
R_Punjab,A_10-11-2025,residence
R_Punjab,A_14-09-2025,residence
R_Punjab,A_15-12-2025,residence
R_Punjab,A_19-10-2025,residence
R_Punjab,A_29-10-2025,residence
R_Punjab,A_21-12-2025,residence
R_Punjab,A_18-12-2025,residence
R_Punjab,A_07-11-2025,residence
R_Punjab,A_23-10-2025,residence
R_Punjab,A_09-12-2025,residence
R_Punjab,A_04-11-2025,residence
R_Punjab,A_05-11-2025,residence
A_28-11-2025,B_4583,biometric
A_28-11-2025,B_17638,biometric
A_28-11-2025,B_18683,biometric
A_28-11-2025,B_57787,biometric
A_28-11-2025,B_29251,biometric
A_28-11-2025,B_61133,biometric
A_28-11-2025,B_97707,biometric
A_28-11-2025,R_Jharkhand,residence
A_28-11-2025,B_27115,biometric
A_28-11-2025,B_20726,biometric
A_28-11-2025,R_Goa,residence
A_28-11-2025,B_62643,biometric
A_28-11-2025,B_64501,biometric
A_28-11-2025,B_13934,biometric
A_28-11-2025,B_19610,biometric
A_28-11-2025,B_95031,biometric
A_28-11-2025,R_Pondicherry,residence
A_28-11-2025,B_6661,biometric
A_28-11-2025,R_Sikkim,residence
A_28-11-2025,B_56104,biometric
A_21-10-2025,B_84197,biometric
A_21-10-2025,B_61976,biometric
A_21-10-2025,B_94574,biometric
A_21-10-2025,B_55806,biometric
A_21-10-2025,B_53051,biometric
A_21-10-2025,B_30525,biometric
A_21-10-2025,B_2658,biometric
A_21-10-2025,B_96600,biometric
A_21-10-2025,B_58678,biometric
A_21-10-2025,B_61453,biometric
A_21-10-2025,B_27270,biometric
A_21-10-2025,R_Himachal Pradesh,residence
A_21-10-2025,B_87401,biometric
A_21-10-2025,B_94949,biometric
A_21-10-2025,B_60023,biometric
A_21-10-2025,B_50812,biometric
A_21-10-2025,R_Jharkhand,residence
A_21-10-2025,B_60556,biometric
A_21-10-2025,B_32411,biometric
A_21-10-2025,R_Manipur,residence
A_21-10-2025,B_36608,biometric
A_18-09-2025,B_94999,biometric
A_18-09-2025,B_33983,biometric
A_18-09-2025,B_32781,biometric
A_18-09-2025,B_6166,biometric
A_18-09-2025,B_87705,biometric
